artist;album;album_release_date;album_ranking;n_tracks;track;track_duration (s);lyrics
The Jimi Hendrix Experience;Axis: Bold as Love;1967;92;13;Bold as Love;251;data/lyrics/The-jimi-hendrix-experience-bold-as-love.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Busta's Intro (feat. Busta Rhymes);114;data/lyrics/Missy-elliott-bustas-intro.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Hit 'Em wit da Hee (feat. Lil' Kim);260;data/lyrics/Missy-elliott-hit-em-wit-da-hee.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Sock It 2 Me (feat. Da Brat);257;data/lyrics/Missy-elliott-sock-it-2-me.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;The Rain (Supa Dupa Fly);251;data/lyrics/Missy-elliott-the-rain-supa-dupa-fly.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Beep Me 911 (feat. 702 & Magoo);298;data/lyrics/Missy-elliott-beep-me-911.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;They Don't Wanna Fuck wit Me (feat. Timbaland);198;data/lyrics/Missy-elliott-they-dont-wanna-fuck-wit-me.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Pass da Blunt (feat. Timbaland);198;data/lyrics/Missy-elliott-pass-da-blunt.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Bite Our Style (Interlude);44;data/lyrics/Missy-elliott-bite-our-style-interlude.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Friendly Skies (feat. Ginuwine);300;data/lyrics/Missy-elliott-friendly-skies.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Best Friends (feat. Aaliyah);247;data/lyrics/Missy-elliott-best-friends.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Don't Be Comin' (In My Face);251;data/lyrics/Missy-elliott-dont-be-comin-in-my-face.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Izzy Izzy Ahh;234;data/lyrics/Missy-elliott-izzy-izzy-ahh.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Why You Hurt Me;271;data/lyrics/Missy-elliott-why-you-hurt-me.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;I'm Talkin';302;data/lyrics/Missy-elliott-im-talkin.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Gettaway (feat. Space & Nicole);265;data/lyrics/Missy-elliott-gettaway.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Busta's Outro (feat. Busta Rhymes);98;data/lyrics/Missy-elliott-bustas-outro.txt
Missy Elliott;Supa Dupa Fly;1997;93;17;Missy's Finale - Spoken Word;24;data/lyrics/Missy-elliott-missys-finale.txt
The Stooges;Fun House;1970;94;7;Down on the Street;222;data/lyrics/The-stooges-down-on-the-street.txt
The Stooges;Fun House;1970;94;7;Loose;213;data/lyrics/The-stooges-loose.txt
The Stooges;Fun House;1970;94;7;T.V. Eye;257;data/lyrics/The-stooges-tv-eye.txt
The Stooges;Fun House;1970;94;7;Dirt;420;data/lyrics/The-stooges-dirt.txt
The Stooges;Fun House;1970;94;7;1970;314;data/lyrics/The-stooges-1970.txt
The Stooges;Fun House;1970;94;7;Fun House;466;data/lyrics/The-stooges-fun-house.txt
The Stooges;Fun House;1970;94;7;L.A. Blues;294;data/lyrics/The-stooges-la-blues.txt
Drake;Take Care;2011;95;1;Rihanna & Drake - Take Care Type Beat;216;./data/lyrics/Drake-rihanna-drake---take-care-type-beat.txt
R.E.M.;Automatic for the People;1992;96;12;Drive;271;data/lyrics/Rem-drive.txt
R.E.M.;Automatic for the People;1992;96;12;Try Not To Breathe;231;data/lyrics/Rem-try-not-to-breathe.txt
R.E.M.;Automatic for the People;1992;96;12;The Sidewinder Sleeps Tonite;249;data/lyrics/Rem-the-sidewinder-sleeps-tonite.txt
R.E.M.;Automatic for the People;1992;96;12;Everybody Hurts;320;data/lyrics/Rem-everybody-hurts.txt
R.E.M.;Automatic for the People;1992;96;12;New Orleans Instrumental No. 1;136;data/lyrics/Rem-new-orleans-instrumental-no-1.txt
R.E.M.;Automatic for the People;1992;96;12;Sweetness Follows;262;data/lyrics/Rem-sweetness-follows.txt
R.E.M.;Automatic for the People;1992;96;12;Monty Got A Raw Deal;198;data/lyrics/Rem-monty-got-a-raw-deal.txt
R.E.M.;Automatic for the People;1992;96;12;Ignoreland;267;data/lyrics/Rem-ignoreland.txt
R.E.M.;Automatic for the People;1992;96;12;Star Me Kitten;196;data/lyrics/Rem-star-me-kitten.txt
R.E.M.;Automatic for the People;1992;96;12;Man On The Moon;314;data/lyrics/Rem-man-on-the-moon.txt
R.E.M.;Automatic for the People;1992;96;12;Nightswimming;258;data/lyrics/Rem-nightswimming.txt
R.E.M.;Automatic for the People;1992;96;12;Find The River;230;data/lyrics/Rem-find-the-river.txt
Metallica;Master of Puppets;1986;97;8;Battery (Remastered);312;data/lyrics/Metallica-battery.txt
Metallica;Master of Puppets;1986;97;8;Master Of Puppets (Remastered);515;data/lyrics/Metallica-master-of-puppets.txt
Metallica;Master of Puppets;1986;97;8;The Thing That Should Not Be (Remastered);396;data/lyrics/Metallica-the-thing-that-should-not-be.txt
Metallica;Master of Puppets;1986;97;8;Welcome Home (Sanitarium) (Remastered);387;./data/lyrics/Metallica-welcome-home-sanitarium-remastered.txt
Metallica;Master of Puppets;1986;97;8;Disposable Heroes (Remastered);497;data/lyrics/Metallica-disposable-heroes.txt
Metallica;Master of Puppets;1986;97;8;Leper Messiah (Remastered);340;data/lyrics/Metallica-leper-messiah.txt
Metallica;Master of Puppets;1986;97;8;Orion (Remastered);507;data/lyrics/Metallica-orion.txt
Metallica;Master of Puppets;1986;97;8;Damage, Inc. (Remastered);332;data/lyrics/Metallica-damage-inc.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Right In Time;276;data/lyrics/Lucinda-williams-right-in-time.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Car Wheels On A Gravel Road;285;data/lyrics/Lucinda-williams-car-wheels-on-a-gravel-road.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;2 Kool 2 Be 4-Gotten;282;data/lyrics/Lucinda-williams-2-kool-2-be-4-gotten.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Drunken Angel;200;data/lyrics/Lucinda-williams-drunken-angel.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Concrete And Barbed Wire;189;data/lyrics/Lucinda-williams-concrete-and-barbed-wire.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Lake Charles;328;data/lyrics/Lucinda-williams-lake-charles.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Can't Let Go;209;data/lyrics/Lucinda-williams-cant-let-go.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;I Lost It;211;data/lyrics/Lucinda-williams-i-lost-it.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Metal Firecracker;211;data/lyrics/Lucinda-williams-metal-firecracker.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Greenville;204;data/lyrics/Lucinda-williams-greenville.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Still I Long For Your Kiss;249;data/lyrics/Lucinda-williams-still-i-long-for-your-kiss.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Joy;241;data/lyrics/Lucinda-williams-joy.txt
Lucinda Williams;Car Wheels on a Gravel Road;1998;98;13;Jackson;223;data/lyrics/Lucinda-williams-jackson.txt
Taylor Swift;Red;2021;99;16;State Of Grace;295;data/lyrics/Taylor-swift-state-of-grace.txt
Taylor Swift;Red;2021;99;16;Red;221;data/lyrics/Taylor-swift-red.txt
Taylor Swift;Red;2021;99;16;Treacherous;241;data/lyrics/Taylor-swift-treacherous.txt
Taylor Swift;Red;2021;99;16;I Knew You Were Trouble.;218;data/lyrics/Taylor-swift-i-knew-you-were-trouble.txt
Taylor Swift;Red;2021;99;16;All Too Well;328;data/lyrics/Taylor-swift-all-too-well.txt
Taylor Swift;Red;2021;99;16;22;230;data/lyrics/Taylor-swift-22.txt
Taylor Swift;Red;2021;99;16;I Almost Do;243;data/lyrics/Taylor-swift-i-almost-do.txt
Taylor Swift;Red;2021;99;16;We Are Never Ever Getting Back Together;192;data/lyrics/Taylor-swift-we-are-never-ever-getting-back-together.txt
Taylor Swift;Red;2021;99;16;Stay Stay Stay;205;data/lyrics/Taylor-swift-stay-stay-stay.txt
Taylor Swift;Red;2021;99;16;The Last Time;298;data/lyrics/Taylor-swift-the-last-time.txt
Taylor Swift;Red;2021;99;16;Holy Ground;202;data/lyrics/Taylor-swift-holy-ground.txt
Taylor Swift;Red;2021;99;16;Sad Beautiful Tragic;284;data/lyrics/Taylor-swift-sad-beautiful-tragic.txt
Taylor Swift;Red;2021;99;16;The Lucky One;240;data/lyrics/Taylor-swift-the-lucky-one.txt
Taylor Swift;Red;2021;99;16;Everything Has Changed;244;data/lyrics/Taylor-swift-everything-has-changed.txt
Taylor Swift;Red;2021;99;16;Starlight;218;data/lyrics/Taylor-swift-starlight.txt
Taylor Swift;Red;2021;99;16;Begin Again;238;data/lyrics/Taylor-swift-begin-again.txt
The Band;Music from Big Pink;1968;100;11;Tears Of Rage - Remastered;320;data/lyrics/The-band-tears-of-rage.txt
The Band;Music from Big Pink;1968;100;11;To Kingdom Come - Remastered;199;data/lyrics/The-band-to-kingdom-come.txt
The Band;Music from Big Pink;1968;100;11;In A Station - Remastered;210;data/lyrics/The-band-in-a-station.txt
The Band;Music from Big Pink;1968;100;11;Caledonia Mission - Remastered;174;data/lyrics/The-band-caledonia-mission.txt
The Band;Music from Big Pink;1968;100;11;The Weight - Remastered 2000;274;data/lyrics/The-band-the-weight.txt
The Band;Music from Big Pink;1968;100;11;We Can Talk - Remastered;183;data/lyrics/The-band-we-can-talk.txt
The Band;Music from Big Pink;1968;100;11;Long Black Veil - Remastered;181;data/lyrics/The-band-long-black-veil.txt
The Band;Music from Big Pink;1968;100;11;Chest Fever - Remastered;314;data/lyrics/The-band-chest-fever.txt
The Band;Music from Big Pink;1968;100;11;Lonesome Suzie - Remastered;241;data/lyrics/The-band-lonesome-suzie.txt
The Band;Music from Big Pink;1968;100;11;This Wheel's On Fire - Remastered;190;data/lyrics/The-band-this-wheels-on-fire.txt
The Band;Music from Big Pink;1968;100;11;I Shall Be Released - Remastered;192;data/lyrics/The-band-i-shall-be-released.txt
Led Zeppelin;Led Zeppelin;1971;101;9;Good Times Bad Times - 1993 Remaster;166;data/lyrics/Led-zeppelin-good-times-bad-times.txt
Led Zeppelin;Led Zeppelin;1971;101;9;Babe I'm Gonna Leave You - 1990 Remaster;401;data/lyrics/Led-zeppelin-babe-im-gonna-leave-you.txt
Led Zeppelin;Led Zeppelin;1971;101;9;You Shook Me - 1993 Remaster;388;data/lyrics/Led-zeppelin-you-shook-me.txt
Led Zeppelin;Led Zeppelin;1971;101;9;Dazed and Confused - 1990 Remaster;386;data/lyrics/Led-zeppelin-dazed-and-confused.txt
Led Zeppelin;Led Zeppelin;1971;101;9;Your Time Is Gonna Come - 1990 Remaster;275;data/lyrics/Led-zeppelin-your-time-is-gonna-come.txt
Led Zeppelin;Led Zeppelin;1971;101;9;Black Mountain Side - 1993 Remaster;126;data/lyrics/Led-zeppelin-black-mountain-side.txt
Led Zeppelin;Led Zeppelin;1971;101;9;Communication Breakdown - 1990 Remaster;148;data/lyrics/Led-zeppelin-communication-breakdown.txt
Led Zeppelin;Led Zeppelin;1971;101;9;I Can't Quit You Baby - 1990 Remaster;282;data/lyrics/Led-zeppelin-i-cant-quit-you-baby.txt
Led Zeppelin;Led Zeppelin;1971;101;9;How Many More Times - 1993 Remaster;508;data/lyrics/Led-zeppelin-how-many-more-times.txt
The Clash;The Clash;1977;102;36;The Magnificent Seven - Remastered;334;data/lyrics/The-clash-the-magnificent-seven.txt
The Clash;The Clash;1977;102;36;Hitsville U.K. - Remastered;262;data/lyrics/The-clash-hitsville-uk.txt
The Clash;The Clash;1977;102;36;Junco Partner - Remastered;292;data/lyrics/The-clash-junco-partner.txt
The Clash;The Clash;1977;102;36;Ivan Meets G.I. Joe - Remastered;185;data/lyrics/The-clash-ivan-meets-gi-joe.txt
The Clash;The Clash;1977;102;36;The Leader - Remastered;102;data/lyrics/The-clash-the-leader.txt
The Clash;The Clash;1977;102;36;Something About England - Remastered;223;data/lyrics/The-clash-something-about-england.txt
The Clash;The Clash;1977;102;36;Rebel Waltz - Remastered;206;data/lyrics/The-clash-rebel-waltz.txt
The Clash;The Clash;1977;102;36;Look Here - Remastered;165;data/lyrics/The-clash-look-here.txt
The Clash;The Clash;1977;102;36;The Crooked Beat - Remastered;328;data/lyrics/The-clash-the-crooked-beat.txt
The Clash;The Clash;1977;102;36;Somebody Got Murdered - Remastered;214;data/lyrics/The-clash-somebody-got-murdered.txt
The Clash;The Clash;1977;102;36;One More Time - Remastered;212;data/lyrics/The-clash-one-more-time.txt
The Clash;The Clash;1977;102;36;One More Dub - Remastered;218;data/lyrics/The-clash-one-more-dub.txt
The Clash;The Clash;1977;102;36;Lightning Strikes (Not Once but Twice) - Remastered;292;data/lyrics/The-clash-lightning-strikes.txt
The Clash;The Clash;1977;102;36;Up In Heaven (Not Only Here) - Remastered;272;./data/lyrics/The-clash-up-in-heaven-not-only-here---remastered.txt
The Clash;The Clash;1977;102;36;Corner Soul - Remastered;162;data/lyrics/The-clash-corner-soul.txt
The Clash;The Clash;1977;102;36;Let's Go Crazy - Remastered;264;data/lyrics/The-clash-lets-go-crazy.txt
The Clash;The Clash;1977;102;36;If Music Could Talk - Remastered;276;data/lyrics/The-clash-if-music-could-talk.txt
The Clash;The Clash;1977;102;36;The Sound of Sinners - Remastered;242;data/lyrics/The-clash-the-sound-of-sinners.txt
The Clash;The Clash;1977;102;36;Police On My Back - Remastered;197;data/lyrics/The-clash-police-on-my-back.txt
The Clash;The Clash;1977;102;36;Midnight Log - Remastered;130;data/lyrics/The-clash-midnight-log.txt
The Clash;The Clash;1977;102;36;The Equaliser - Remastered;347;data/lyrics/The-clash-the-equaliser.txt
The Clash;The Clash;1977;102;36;The Call Up - Remastered;328;data/lyrics/The-clash-the-call-up.txt
The Clash;The Clash;1977;102;36;Washington Bullets - Remastered;232;data/lyrics/The-clash-washington-bullets.txt
The Clash;The Clash;1977;102;36;Broadway - Remastered;350;data/lyrics/The-clash-broadway.txt
The Clash;The Clash;1977;102;36;Lose This Skin - Remastered;309;data/lyrics/The-clash-lose-this-skin.txt
The Clash;The Clash;1977;102;36;Charlie Don't Surf - Remastered;294;data/lyrics/The-clash-charlie-dont-surf.txt
The Clash;The Clash;1977;102;36;Mensforth Hill - Remastered;222;data/lyrics/The-clash-mensforth-hill.txt
The Clash;The Clash;1977;102;36;Junkie Slip - Remastered;169;data/lyrics/The-clash-junkie-slip.txt
The Clash;The Clash;1977;102;36;Kingston Advice - Remastered;157;data/lyrics/The-clash-kingston-advice.txt
The Clash;The Clash;1977;102;36;The Street Parade - Remastered;207;data/lyrics/The-clash-the-street-parade.txt
The Clash;The Clash;1977;102;36;Version City - Remastered;263;data/lyrics/The-clash-version-city.txt
The Clash;The Clash;1977;102;36;Living In Fame - Remastered;293;data/lyrics/The-clash-living-in-fame.txt
The Clash;The Clash;1977;102;36;Silicone On Sapphire - Remastered;254;data/lyrics/The-clash-silicone-on-sapphire.txt
The Clash;The Clash;1977;102;36;Version Pardner - Remastered;323;data/lyrics/The-clash-version-pardner.txt
The Clash;The Clash;1977;102;36;Career Opportunities - Remastered;150;data/lyrics/The-clash-career-opportunities.txt
The Clash;The Clash;1977;102;36;Shepherds Delight - Remastered;210;data/lyrics/The-clash-shepherds-delight.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Brown Sugar - 2009 Remaster;229;data/lyrics/The-rolling-stones-brown-sugar.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Sway - 2009 Mix;233;data/lyrics/The-rolling-stones-sway.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Wild Horses - 2009 Mix;342;data/lyrics/The-rolling-stones-wild-horses.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Can't You Hear Me Knocking - 2009 Mix;436;data/lyrics/The-rolling-stones-cant-you-hear-me-knocking.txt
The Rolling Stones;Sticky Fingers;1971;104;20;You Gotta Move - 2009 Mix;152;data/lyrics/The-rolling-stones-you-gotta-move.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Bitch - 2009 Mix;217;data/lyrics/The-rolling-stones-bitch.txt
The Rolling Stones;Sticky Fingers;1971;104;20;I Got The Blues - 2009 Mix;234;data/lyrics/The-rolling-stones-i-got-the-blues.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Sister Morphine - 2009 Mix;332;data/lyrics/The-rolling-stones-sister-morphine.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Dead Flowers - 2009 Mix;245;data/lyrics/The-rolling-stones-dead-flowers.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Moonlight Mile - 2009 Mix;357;data/lyrics/The-rolling-stones-moonlight-mile.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Brown Sugar;247;data/lyrics/The-rolling-stones-brown-sugar.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Wild Horses - Acoustic Version;347;data/lyrics/The-rolling-stones-wild-horses.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Can't You Hear Me Knocking - Alternate Version;204;data/lyrics/The-rolling-stones-cant-you-hear-me-knocking.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Bitch - Extended Version;353;data/lyrics/The-rolling-stones-bitch.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Dead Flowers - Alternate Version;258;data/lyrics/The-rolling-stones-dead-flowers.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Live With Me - Live At The Roundhouse / 1971;262;data/lyrics/The-rolling-stones-live-with-me.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Stray Cat Blues - Live At The Roundhouse / 1971;228;data/lyrics/The-rolling-stones-stray-cat-blues.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Love In Vain - Live At The Roundhouse / 1971;402;data/lyrics/The-rolling-stones-love-in-vain.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Midnight Rambler - Live At The Roundhouse / 1971;687;data/lyrics/The-rolling-stones-midnight-rambler.txt
The Rolling Stones;Sticky Fingers;1971;104;20;Honky Tonk Women - Live At The Roundhouse / 1971;254;data/lyrics/The-rolling-stones-honky-tonk-women.txt
The Allman Brothers Band;At Fillmore East;1971;105;7;Statesboro Blues - Live At Fillmore East, March 13, 1971;259;data/lyrics/The-allman-brothers-band-statesboro-blues.txt
The Allman Brothers Band;At Fillmore East;1971;105;7;Done Somebody Wrong - Live At The Fillmore East, March 1971;275;data/lyrics/The-allman-brothers-band-done-somebody-wrong.txt
The Allman Brothers Band;At Fillmore East;1971;105;7;Stormy Monday - Live At Fillmore East, March 13, 1971;530;data/lyrics/The-allman-brothers-band-stormy-monday.txt
The Allman Brothers Band;At Fillmore East;1971;105;7;You Don't Love Me - Live At Fillmore East, March 12, 1971;1160;data/lyrics/The-allman-brothers-band-you-dont-love-me.txt
The Allman Brothers Band;At Fillmore East;1971;105;7;Hot 'Lanta - Live At Fillmore East, March 13, 1971;322;data/lyrics/The-allman-brothers-band-hot-lanta.txt
The Allman Brothers Band;At Fillmore East;1971;105;7;In Memory Of Elizabeth Reed - Live At Fillmore East, March 12, 1971;787;data/lyrics/The-allman-brothers-band-in-memory-of-elizabeth-reed.txt
The Allman Brothers Band;At Fillmore East;1971;105;7;Whipping Post - Live At The Fillmore East, March 1971;1389;data/lyrics/The-allman-brothers-band-whipping-post.txt
Hole;Live Through This;1994;106;12;Violet;205;data/lyrics/Hole-violet.txt
Hole;Live Through This;1994;106;12;Miss World;180;data/lyrics/Hole-miss-world.txt
Hole;Live Through This;1994;106;12;Plump;154;data/lyrics/Hole-plump.txt
Hole;Live Through This;1994;106;12;Asking For It;209;data/lyrics/Hole-asking-for-it.txt
Hole;Live Through This;1994;106;12;Jennifer's Body;221;data/lyrics/Hole-jennifers-body.txt
Hole;Live Through This;1994;106;12;Doll Parts;212;data/lyrics/Hole-doll-parts.txt
Hole;Live Through This;1994;106;12;Credit In The Straight World;191;data/lyrics/Hole-credit-in-the-straight-world.txt
Hole;Live Through This;1994;106;12;Softer, Softest;208;data/lyrics/Hole-softer-softest.txt
Hole;Live Through This;1994;106;12;She Walks On Me;204;data/lyrics/Hole-she-walks-on-me.txt
Hole;Live Through This;1994;106;12;I Think That I Would Die;216;data/lyrics/Hole-i-think-that-i-would-die.txt
Hole;Live Through This;1994;106;12;Gutless;135;data/lyrics/Hole-gutless.txt
Hole;Live Through This;1994;106;12;Rock Star;162;data/lyrics/Hole-rock-star.txt
Television;Marquee Moon;1977;107;8;See No Evil;233;data/lyrics/Television-see-no-evil.txt
Television;Marquee Moon;1977;107;8;Venus;229;data/lyrics/Television-venus.txt
Television;Marquee Moon;1977;107;8;Friction;284;data/lyrics/Television-friction.txt
Television;Marquee Moon;1977;107;8;Marquee Moon;638;data/lyrics/Television-marquee-moon.txt
Television;Marquee Moon;1977;107;8;Elevation;305;data/lyrics/Television-elevation.txt
Television;Marquee Moon;1977;107;8;Guiding Light;333;data/lyrics/Television-guiding-light.txt
Television;Marquee Moon;1977;107;8;Prove It;300;data/lyrics/Television-prove-it.txt
Television;Marquee Moon;1977;107;8;Torn Curtain;417;data/lyrics/Television-torn-curtain.txt
Fiona Apple;When the Pawn...;1999;108;10;On The Bound;322;data/lyrics/Fiona-apple-on-the-bound.txt
Fiona Apple;When the Pawn...;1999;108;10;To Your Love;220;data/lyrics/Fiona-apple-to-your-love.txt
Fiona Apple;When the Pawn...;1999;108;10;Limp;210;data/lyrics/Fiona-apple-limp.txt
Fiona Apple;When the Pawn...;1999;108;10;Love Ridden;202;data/lyrics/Fiona-apple-love-ridden.txt
Fiona Apple;When the Pawn...;1999;108;10;Paper Bag;219;data/lyrics/Fiona-apple-paper-bag.txt
Fiona Apple;When the Pawn...;1999;108;10;A Mistake;296;data/lyrics/Fiona-apple-a-mistake.txt
Fiona Apple;When the Pawn...;1999;108;10;Fast As You Can;278;data/lyrics/Fiona-apple-fast-as-you-can.txt
Fiona Apple;When the Pawn...;1999;108;10;The Way Things Are;256;data/lyrics/Fiona-apple-the-way-things-are.txt
Fiona Apple;When the Pawn...;1999;108;10;Get Gone;248;data/lyrics/Fiona-apple-get-gone.txt
Fiona Apple;When the Pawn...;1999;108;10;I Know;295;data/lyrics/Fiona-apple-i-know.txt
Lou Reed;Transformer;1972;109;11;Vicious;177;data/lyrics/Lou-reed-vicious.txt
Lou Reed;Transformer;1972;109;11;Andy's Chest;199;data/lyrics/Lou-reed-andys-chest.txt
Lou Reed;Transformer;1972;109;11;Perfect Day;225;data/lyrics/Lou-reed-perfect-day.txt
Lou Reed;Transformer;1972;109;11;Hangin' 'Round;213;data/lyrics/Lou-reed-hangin-round.txt
Lou Reed;Transformer;1972;109;11;Walk On the Wild Side;254;data/lyrics/Lou-reed-walk-on-the-wild-side.txt
Lou Reed;Transformer;1972;109;11;Make Up;179;data/lyrics/Lou-reed-make-up.txt
Lou Reed;Transformer;1972;109;11;Satellite of Love;221;data/lyrics/Lou-reed-satellite-of-love.txt
Lou Reed;Transformer;1972;109;11;Wagon Wheel;200;data/lyrics/Lou-reed-wagon-wheel.txt
Lou Reed;Transformer;1972;109;11;New York Telephone Conversation;94;data/lyrics/Lou-reed-new-york-telephone-conversation.txt
Lou Reed;Transformer;1972;109;11;I'm So Free;190;data/lyrics/Lou-reed-im-so-free.txt
Lou Reed;Transformer;1972;109;11;Goodnight Ladies;261;data/lyrics/Lou-reed-goodnight-ladies.txt
Joni Mitchell;Court and Spark;2021;110;1;Court and Spark;189;data/lyrics/Joni-mitchell-court-and-spark.txt
Janet Jackson;Control;1986;111;9;Control;353;data/lyrics/Janet-jackson-control.txt
Janet Jackson;Control;1986;111;9;Nasty;243;data/lyrics/Janet-jackson-nasty.txt
Janet Jackson;Control;1986;111;9;What Have You Done For Me Lately;299;data/lyrics/Janet-jackson-what-have-you-done-for-me-lately.txt
Janet Jackson;Control;1986;111;9;You Can Be Mine;316;data/lyrics/Janet-jackson-you-can-be-mine.txt
Janet Jackson;Control;1986;111;9;The Pleasure Principle;298;data/lyrics/Janet-jackson-the-pleasure-principle.txt
Janet Jackson;Control;1986;111;9;When I Think Of You;235;data/lyrics/Janet-jackson-when-i-think-of-you.txt
Janet Jackson;Control;1986;111;9;He Doesn't Know I'm Alive;210;data/lyrics/Janet-jackson-he-doesnt-know-im-alive.txt
Janet Jackson;Control;1986;111;9;Let's Wait Awhile;277;data/lyrics/Janet-jackson-lets-wait-awhile.txt
Janet Jackson;Control;1986;111;9;Funny How Time Flies (When You're Having Fun);268;data/lyrics/Janet-jackson-funny-how-time-flies-when-youre-having-fun.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Funeral For A Friend / Love Lies Bleeding - Remastered 2014;667;data/lyrics/Elton-john-funeral-for-a-friend-love-lies-bleeding.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Candle In The Wind - Remastered 2014;229;data/lyrics/Elton-john-candle-in-the-wind.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Bennie And The Jets - Remastered 2014;323;data/lyrics/Elton-john-bennie-and-the-jets.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Goodbye Yellow Brick Road - Remastered 2014;193;data/lyrics/Elton-john-goodbye-yellow-brick-road.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;This Song Has No Title - Remastered 2014;143;data/lyrics/Elton-john-this-song-has-no-title.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Grey Seal - Remastered 2014;240;data/lyrics/Elton-john-grey-seal.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Jamaica Jerk-Off - Remastered 2014;218;./data/lyrics/Elton-john-jamaica-jerk-off---remastered-2014.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;I've Seen That Movie Too - Remastered 2014;358;data/lyrics/Elton-john-ive-seen-that-movie-too.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Sweet Painted Lady - Remastered 2014;234;data/lyrics/Elton-john-sweet-painted-lady.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;The Ballad Of Danny Bailey (1909-1934) - Remastered 2014;263;data/lyrics/Elton-john-the-ballad-of-danny-bailey.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Dirty Little Girl - Remastered 2014;300;data/lyrics/Elton-john-dirty-little-girl.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;All The Girls Love Alice - Remastered 2014;308;data/lyrics/Elton-john-all-the-girls-love-alice.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Your Sister Can't Twist (But She Can Rock'n' Roll) - Remastered 2014;162;./data/lyrics/Elton-john-your-sister-cant-twist-but-she-can-rockn-roll---remastered-2014.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Saturday Night’s Alright (For Fighting) - Remastered 2014;295;./data/lyrics/Elton-john-saturday-nights-alright-for-fighting---remastered-2014.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Roy Rogers - Remastered 2014;247;data/lyrics/Elton-john-roy-rogers.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Social Disease - Remastered 2014;223;data/lyrics/Elton-john-social-disease.txt
Elton John;Goodbye Yellow Brick Road;1973;112;17;Harmony - Remastered 2014;165;data/lyrics/Elton-john-harmony.txt
The Smiths;The Queen Is Dead;1986;113;10;The Queen Is Dead - 2011 Remaster;387;data/lyrics/The-smiths-the-queen-is-dead.txt
